CFF_reference,Critical_appraisal_keep,Critical_appraisal,Class,Spname_common,Spname_raw,Species_phylo,Spname_accepted,habitat,forage_light_level,mode_of_life,mode-of_life_ref,body_mass_us,body_mass_ref,Method_raw,Method,CFF_value_type,CFF_raw,CFF_variability,CFF_variability_type,CFF,CFF_max,Comments_from_2022,,,,,,,,,,,,
"Ridder, WH; Nusinowitz, S 2006 The visual evoked potential in the mouse - Origins and response characteristics The visual evoked potential in the mouse - Origins and response characteristics Ridder, WH; Nusinowitz, S",y,M,Mammalia,House mouse,Mus musculus,Mus_musculus,"Mus musculus Linnaeus, 1758",terrestrial,low,forage,amniote,20.5,amniote,ERG,Electrophysiology,extrapolation,41.3,Unknown,NA,41.3,41.3,"Photopic (Cone mediated vision) ; extrapolation from data (double exponential fit) ; 9,0 Hz for VEPs; Scotopic (rod-mediated vision) = 26.2 Hz; extrapolation from data (double exponential fit) ; 7,1 Hz for VEPs",,,,,,,,,,,,
"Ronald, K. L.; Fernandez-Juricic, E.; Lucas, J. R.  2018 Mate choice in the eye and ear of the beholder? Female multimodal sensory configuration influences her preferences Mate choice in the eye and ear of the beholder? Female multimodal sensory configuration influences her preferences Ronald, K. L.; Fernandez-Juricic, E.; Lucas, J. R. ",y,M,Aves,Brown-headed cowbird,Molothrus ater,Molothrus_ater,"Molothrus ater Boddaert, 1783",volant,high,forage,amniote,42.55,amniote,ERG,Electrophysiology,mean,114.7,15.9,SE,114.7,153.8,mean value and SE for unique intensity calculated by AL ; range of 94.5-153.8 Hz,,check this is actully a measure of flicker fusion,,,,,,,,,,
"Rubene, Diana; Hastad, Olle; Tauson, Ragnar; Wall, Helena; Odeen, Anders 2010 The presence of UV wavelengths improves the temporal resolution of the avian visual system The presence of UV wavelengths improves the temporal resolution of the avian visual system Rubene, Diana; Hastad, Olle; Tauson, Ragnar; Wall, Helena; Odeen, Anders",y,M,Aves,Chicken,Gallus gallus domesticus,Gallus_gallus,"Gallus gallus Linnaeus, 1758",terrestrial,high,forage,,912.5,amniote,Behavioural,Behavioural,mean,83,Unknown,NA,83,83,for UV light at maximum intensity ; 44 Hz white UV free at lowest intensity,,,,,,,,,,,,
"Rubin, Glen R.; Kraft, Timothy W. 2007 Flicker assessment of rod and cone function in a model of retinal degeneration Flicker assessment of rod and cone function in a model of retinal degeneration Rubin, Glen R.; Kraft, Timothy W.",y,M,Mammalia,Long Evans Brown rat,Rattus norvegicus,Rattus_norvegicus,"Rattus norvegicus Berkenhout, 1769",terrestrial,low,forage,original,237,original,ERG,Electrophysiology,mean,51,4.7,SD,51,55.7,"photopic CFF at age 23 days for wild-type rat 49,3 ± 3,8 Hz at age 64d ; scotopic: 32,7 ± 1,6 Hz and 35,1 ± 2,5 at age 64d",,,,,,,,,,,,
"Ryan, Laura A.; Hemmi, Jan M.; Collin, Shaun P.; Hart, Nathan S. 2017 Electrophysiological measures of temporal resolution, contrast sensitivity and spatial resolving power in sharks Electrophysiological measures of temporal resolution, contrast sensitivity and spatial resolving power in sharks Ryan, Laura A.; Hemmi, Jan M.; Collin, Shaun P.; Hart, Nathan S.",y,L,Elasmobranchii,Brownbanded bamboo shark,Chiloscyllium punctatum,Chiloscyllium_punctatum,"Chiloscyllium punctatum Müller & Henle, 1838",demersal,low,ballistic,mass from commen length of 38 and converted in fishbas,5900,mass from commen length of 38 and converted in fishbas,ERG,Electrophysiology,mean,44,4.1,SD,44,48.1,"mean maximum light intensity value (CFF); ""CFFF""",,,,,,,,,,,,
"Ryan, Laura A.; Hemmi, Jan M.; Collin, Shaun P.; Hart, Nathan S. 2017 Electrophysiological measures of temporal resolution, contrast sensitivity and spatial resolving power in sharks Electrophysiological measures of temporal resolution, contrast sensitivity and spatial resolving power in sharks Ryan, Laura A.; Hemmi, Jan M.; Collin, Shaun P.; Hart, Nathan S.",y,L,Elasmobranchii,Puffadder shyshark,Haploblepharus edwardsii,Haploblepharus_edwardsii,"Haploblepharus edwardsii Schinz, 1822",demersal,low,forage,original,1321.309,original,ERG,Electrophysiology,mean,29,0.5,SD,29,29.5,"mean maximum light intensity value (CFF); ""CFFF""; 130 m maximum depth occupied = Low light exposure following Healy et al. (2013))",,,,,,,,,,,,
"Ryan, Laura A.; Hemmi, Jan M.; Collin, Shaun P.; Hart, Nathan S. 2017 Electrophysiological measures of temporal resolution, contrast sensitivity and spatial resolving power in sharks Electrophysiological measures of temporal resolution, contrast sensitivity and spatial resolving power in sharks Ryan, Laura A.; Hemmi, Jan M.; Collin, Shaun P.; Hart, Nathan S.",y,M,Elasmobranchii,Epaulette shark,Hemiscyllium ocellatum,Hemiscyllium_ocellatum,"Hemiscyllium ocellatum Bonnaterre, 1788",demersal,low,forage,original,487.38,original,ERG,Electrophysiology,mean,40,0.1,SD,40,40.1,"mean maximum light intensity value (CFF); ""CFFF""",,,,,,,,,,,,
"Ryan, Laura A.; Hemmi, Jan M.; Collin, Shaun P.; Hart, Nathan S. 2017 Electrophysiological measures of temporal resolution, contrast sensitivity and spatial resolving power in sharks Electrophysiological measures of temporal resolution, contrast sensitivity and spatial resolving power in sharks Ryan, Laura A.; Hemmi, Jan M.; Collin, Shaun P.; Hart, Nathan S.",y,L,Elasmobranchii,Port Jackson shark,Heterodontus portusjacksoni,Heterodontus_portusjacksoni,"Heterodontus portusjacksoni Meyer, 1793",demersal,low,forage,original,23918.21,original,ERG,Electrophysiology,mean,28,3.6,SD,28,31.6,"mean maximum light intensity value (CFF); ""CFFF""; 275 m maximum depth occupied = Low light exposure following Healy et al. (2013))",,,,,,,,,,,,
"Ryan, Laura A.; Hemmi, Jan M.; Collin, Shaun P.; Hart, Nathan S. 2017 Electrophysiological measures of temporal resolution, contrast sensitivity and spatial resolving power in sharks Electrophysiological measures of temporal resolution, contrast sensitivity and spatial resolving power in sharks Ryan, Laura A.; Hemmi, Jan M.; Collin, Shaun P.; Hart, Nathan S.",y,E,Elasmobranchii,Common smooth-hound,Mustelus mustelus,Mustelus_mustelus,"Mustelus mustelus Linnaeus, 1758",demersal,low,forage,original,3391.95,original,ERG,Electrophysiology,NA,29,NA,NA,NA,29,"individual value (CFF) at maximum light intensity; ""CFFF""",,,,,,,,,,,,
"Salelkar, Siddhesh; Ray, Supratim 2020 Interaction between steady-state visually evoked potentials at nearby flicker frequencies Interaction between steady-state visually evoked potentials at nearby flicker frequencies Salelkar, Siddhesh; Ray, Supratim",y,M,Mammalia,Barbary macaque,Macaca radiata,Macaca_radiata,"Macaca radiata É.Geoffroy Saint-Hilaire, 1812",terrestrial,high,forage,original,5132.245,original,EEG,Electrophysiology,minimum,>50,Unknown,NA,50,50,diagram reading for local field potentials and EEG (supplementary figure 2); still responses at higher contrast for higher temporal frequency (2-50 Hz) ; peak at 8-16 Hz,,,,,,,,,,,,
"Smith, E.L.; Witzel, D. A.; Pitts, D. G. 1976 THE WAVEFORM AND SCOTOPIC CFF OF THE SHEEP ELECTRORETINOGRAM THE WAVEFORM AND SCOTOPIC CFF OF THE SHEEP ELECTRORETINOGRAM Smith, E.L.; Witzel, D. A.; Pitts, D. G.",y,M,Mammalia,Dealine-Merino cross sheep,NA,Ovis_aries,"Ovis aries Linnaeus, 1758",terrestrial,high,forage,amniote,110000,amniote,ERG,Electrophysiology,minimum,>60,Unknown,NA,60,60,still responses at 60 fps maximum frequency tested for photopic system; range of 30-35 fps for scotopic system; frame per second and not Hz given ,,,,,,,,,,,,
"SPEAR, PD; MOORE, RJ; KIM, CBY; XUE, JT; TUMOSA, N 1994 EFFECTS OF AGING ON THE PRIMATE VISUAL-SYSTEM - SPATIAL AND TEMPORAL PROCESSING BY LATERAL GENICULATE NEURONS IN YOUNG-ADULT AND OLD RHESUS-MONKEYS EFFECTS OF AGING ON THE PRIMATE VISUAL-SYSTEM - SPATIAL AND TEMPORAL PROCESSING BY LATERAL GENICULATE NEURONS IN YOUNG-ADULT AND OLD RHESUS-MONKEYS SPEAR, PD; MOORE, RJ; KIM, CBY; XUE, JT; TUMOSA, N",y,M,Mammalia,Rhesus macaque,Macaca mulatta,Macaca_mulatta,"Macaca mulatta Zimmermann, 1780",terrestrial,high,forage,amniote,6614,amniote,EEG,Electrophysiology,mean,23.38,2.55,SD,23.4,25.9,"mean values for parvocellular cells of the lateral geniculate nucleus of rhesus macaques ; and magnocellular cells ( 20,26 ± 2,06 Hz) cells  ; both age groups mixed because no significant difference between young and old",,,,,,,,,,,,
"Srinivasan, MV; Lehrer, M 1984 Temporal acuity of honeybee vision: behavioural studies using moving stimul Temporal acuity of honeybee vision: behavioural studies using moving stimul Srinivasan, MV; Lehrer, M",y,M,Insecta,Local subspecies of Domestic European hohey bees ,Apis mellifera,Apis_mellifera_mellifera,"Apis mellifera Linnaeus, 1758",volant,high,forage,original,0.0268,original,Behavioural,Behavioural,Unknown,200,Unknown,NA,200,200,higher frequency with a 50% correct choice rate,,,,,,,,,,,,
"Stavros, Kara A.; Kiorpes, Lynne 2008 Behavioral measurement of temporal contrast sensitivity development in macaque monkeys (Macaca nemestrina) Behavioral measurement of temporal contrast sensitivity development in macaque monkeys (Macaca nemestrina) Stavros, Kara A.; Kiorpes, Lynne",y,L,Mammalia,Southern pig-tailed macaque,Macaca nemestrina,Macaca_nemestrina,"Macaca nemestrina Linnaeus, 1766",terrestrial,high,forage,amniote,7603.39,amniote,Behavioural,Behavioural,mean,69,Unknown,NA,69,89,mean for adult monkeys ; range 55-89 Hz ; individual values of  46 and 44 Hz for 5 week-old infants,,,,,,,,,,,,
"Tanimoto, Naoyuki; Muehlfriedel, Regine L.; Fischer, M. Dominik; Fahl, Edda; Humphries, Peter; Biel, Martin; Seeliger, Mathias W. 2009 Vision tests in the mouse: Functional phenotyping with electroretinography Vision tests in the mouse: Functional phenotyping with electroretinography Tanimoto, Naoyuki; Muehlfriedel, Regine L.; Fischer, M. Dominik; Fahl, Edda; Humphries, Peter; Biel, Martin; Seeliger, Mathias W.",n,M,Mammalia,House mouse,Mus musculus,Mus_musculus,"Mus musculus Linnaeus, 1758",terrestrial,low,forage,amniote,20.5,amniote,ERG,Electrophysiology,mean,5,Unknown,NA,5,5,"scotopic (rod mediated vision); ""flicker responses vanish at about""",,,,,,,,,,,,
"Ubels, John L.; DeJong, Randall J.; Hoolsema, Brittany; Wurzberger, Amy; Thuy-Tien Nguyen; Blankespoor, Harvey D.; Blankespoor, Curtis L. 2018 Impairment of retinal function in yellow perch (Perca flavescens) by Diplostomum baeri metacercariae Impairment of retinal function in yellow perch (Perca flavescens) by Diplostomum baeri metacercariae Ubels, John L.; DeJong, Randall J.; Hoolsema, Brittany; Wurzberger, Amy; Thuy-Tien Nguyen; Blankespoor, Harvey D.; Blankespoor, Curtis L.",y,M,Actinopterygii,Yellow perch,Perca flavescens,Perca_flavescens,"Perca flavescens Mitchill, 1814",benthopelagic,high,ballistic,fishbase 19.1cm common length,99.78,fishbase 19.1cm common length,ERG,Electrophysiology,mean,23,9.2,NA,23,32.2,"mean values for normal retinae ; up to 40 Hz (individual values) ; only average 15,8 ± 3,8 Hz for infected by nematod perch",,,,,,,,,,,,
"Umino, Yumiko; Guo, Ying; Chen, Ching-Kang; Pasquale, Rose; Solessio, Eduardo 2019 Rod Photoresponse Kinetics Limit Temporal Contrast Sensitivity in Mesopic Vision Rod Photoresponse Kinetics Limit Temporal Contrast Sensitivity in Mesopic Vision Umino, Yumiko; Guo, Ying; Chen, Ching-Kang; Pasquale, Rose; Solessio, Eduardo",y,M,Mammalia,House mouse,Mus musculus,Mus_musculus,"Mus musculus Linnaeus, 1758",terrestrial,low,forage,amniote,20.5,amniote,Behavioural,Behavioural,Unknown,~41.2,Unknown,NA,41,41,diagram reading for wild-type at 8200 ph/sec/µm2; threshold: 76% correct responses in alternative forced-choice,,,,,,,,,,,,
"Umino, Yumiko; Guo, Ying; Chen, Ching-Kang; Pasquale, Rose; Solessio, Eduardo 2019 Rod Photoresponse Kinetics Limit Temporal Contrast Sensitivity in Mesopic Vision Rod Photoresponse Kinetics Limit Temporal Contrast Sensitivity in Mesopic Vision Umino, Yumiko; Guo, Ying; Chen, Ching-Kang; Pasquale, Rose; Solessio, Eduardo",y,L,Mammalia,House mouse,Mus musculus,Mus_musculus,"Mus musculus Linnaeus, 1758",terrestrial,low,forage,amniote,20.5,amniote,ERG,Electrophysiology,Unknown,~36,Unknown,NA,36,36,diagram reading for wild-type at 1600 ph/sec/µm2,,,,,,,,,,,,
"VANDERMEER, HJ 1994 ONTOGENIC CHANGE OF VISUAL THRESHOLDS IN THE CICHLID FISH HAPLOCHROMIS-SAUVAGEI ONTOGENIC CHANGE OF VISUAL THRESHOLDS IN THE CICHLID FISH HAPLOCHROMIS-SAUVAGEI VANDERMEER, HJ",y,M,Actinopterygii,NA,Haplochromis sauvagei,Haplochromis_luteus,"Haplochromis sauvagei Pfeffer, 1896",benthopelagic,high,forage,size based on 10.5cm and the general equation in fishbaseeats snails,12.7179,size based on 10.5cm and the general equation in fishbaseeats snails,Optomotor,Behavioural,Unknown,>18,Unknown,NA,18,18,diagram reading ; for threshold values of FFF ; last value recorded but still increasing with log Intensity,,,,,,,,,,,,
"VANTOI, V; RIVA, CE 1995 VARIATIONS OF BLOOD-FLOW AT OPTIC-NERVE HEAD INDUCED BY SINUSOIDAL FLICKER STIMULATION IN CATS VARIATIONS OF BLOOD-FLOW AT OPTIC-NERVE HEAD INDUCED BY SINUSOIDAL FLICKER STIMULATION IN CATS VANTOI, V; RIVA, CE",y,M,Mammalia,House cat,Felis catus,Felis_silvestris,"Felis catus Linnaeus, 1758",terrestrial,low,pursuit,original,3054,original,Physiological,Electrophysiology,Unknown,75,Unknown,NA,75,90,value from the summarizing table ; 90 Hz individual highest CFF measured for maximum light intensity tested ; 40 Hz for 30 td ; 80 Hz for 30 000 td,,,,,,,,,,,,
"Warrington, Rachael E.; Hart, Nathan S.; Potter, Ian C.; Collin, Shaun P.; Hemmi, Jan M. 2017 Retinal temporal resolution and contrast sensitivity in the parasitic lamprey Mordacia mordax and its non-parasitic derivative Mordacia praecox Retinal temporal resolution and contrast sensitivity in the parasitic lamprey Mordacia mordax and its non-parasitic derivative Mordacia praecox Warrington, Rachael E.; Hart, Nathan S.; Potter, Ian C.; Collin, Shaun P.; Hemmi, Jan M.",y,L,Cephalaspidomorphi,Short-headed lamprey,Mordacia mordax,Mordacia_mordax,"Mordacia mordax Richardson, 1846",demersal,low,forage,,67,,ERG,Electrophysiology,mean,31.1,Unknown,NA,31.1,31.1,"24°C maximum tested; ""4.5 x 10-4 W cm-2""",,,,,,,,,,,,
"Warrington, Rachael E.; Hart, Nathan S.; Potter, Ian C.; Collin, Shaun P.; Hemmi, Jan M. 2017 Retinal temporal resolution and contrast sensitivity in the parasitic lamprey Mordacia mordax and its non-parasitic derivative Mordacia praecox Retinal temporal resolution and contrast sensitivity in the parasitic lamprey Mordacia mordax and its non-parasitic derivative Mordacia praecox Warrington, Rachael E.; Hart, Nathan S.; Potter, Ian C.; Collin, Shaun P.; Hemmi, Jan M.",y,L,Cephalaspidomorphi,Australian brook lamprey,Mordacia praecox,Mordacia_praecox,"Mordacia praecox Potter, 1968",demersal,low,forage,,67,,ERG,Electrophysiology,mean,36.9,Unknown,NA,36.9,36.9,"24°C maximum tested; ""4.5 x 10-4 W cm-2""",,,,,,,,,,,,
"Wells, EF; Bernstein, GM; Scott, BW; Bennett, PJ; Mendelson, JR 2001 Critical flicker frequency responses in visual cortex Critical flicker frequency responses in visual cortex Wells, EF; Bernstein, GM; Scott, BW; Bennett, PJ; Mendelson, JR",y,M,Mammalia,Brown rat,Rattus norvegicus,Rattus_norvegicus,"Rattus norvegicus Berkenhout, 1769",terrestrial,low,forage,original,237,original,ERG,Electrophysiology,mean,21.54,6,NA,21.6,35,mean value ; range of 10-35 Hz,,,,,,,,,,,,
"Williams, R. A.; Pollitz, C. H.; Smith, J. C.; Williams, T. P. 1985 Flicker detection in the albino rat following light-induced retinal damage Flicker detection in the albino rat following light-induced retinal damage Williams, R. A.; Pollitz, C. H.; Smith, J. C.; Williams, T. P.",y,M,Mammalia,Sprague Dawley strain of Albino Brown rat,Rattus norvegicus,Rattus_norvegicus,"Rattus norvegicus Berkenhout, 1769",terrestrial,low,forage,original,237,original,Behavioural,Behavioural,mean,39,Unknown,NA,39,39,at intermediary light intensity tested of 2 Foot Lambert ; mean for both rats,,,,,,,,,,,,
"Wolf, E.; Zerrahn-Wolf, G. 1935 Threshold intensity of illumination and flicker frequency for the eye of the sun-fish Threshold intensity of illumination and flicker frequency for the eye of the sun-fish Wolf, E.; Zerrahn-Wolf, G.",y,M,Actinopterygii,Sunfish,Lepomis_sp,Lepomis_punctatus,"Lepomis sp. Rafinesque, 1819",benthopelagic,high,ballistic,size from 19.1cm for Lepomis macrochirus,173.14,size from 19.1cm for Lepomis macrochirus,Optomotor,Behavioural,mean,50,Unknown,NA,50,50,maximum mean value of CFF at maximum light intensity; diagram reading for intensity,,,,,,,,,,,,
"Woo, Kevin L.; Hunt, Maree; Harper, David; Nelson, Nicola J.; Daugherty, Charles H.; Bell, Ben D. 2009 Discrimination of flicker frequency rates in the reptile tuatara (Sphenodon) Discrimination of flicker frequency rates in the reptile tuatara (Sphenodon) Woo, Kevin L.; Hunt, Maree; Harper, David; Nelson, Nicola J.; Daugherty, Charles H.; Bell, Ben D.",y,M,Reptilia,Tuatara,"Sphenodon punctatus Gray, 1842",Sphenodon_punctatus,"Sphenodon punctatus Gray, 1842",terrestrial,low,ballistic,original,353.75,original,Behavioural,Behavioural,range,> 45.61 and < 65.09,Unknown,NA,55.35,65.1,"between those two frequency tested, no intermediate values tested",,,,,,,,,,,,
"Yang, Shengyan; Luo, Xiaopeng; Xiong, Guoyin; So, Kwok-Fai; Yang, Hui; Xu, Ying 2015 The electroretinogram of Mongolian gerbil (Meriones unguiculatus): Comparison to mouse The electroretinogram of Mongolian gerbil (Meriones unguiculatus): Comparison to mouse Yang, Shengyan; Luo, Xiaopeng; Xiong, Guoyin; So, Kwok-Fai; Yang, Hui; Xu, Ying",y,M,Mammalia,Mongolian gerbil,Meriones unguiculatus,Meriones_unguiculatus,"Meriones unguiculatus Milne-Edwards, 1867",terrestrial,low,forage,amniote,58.1,amniote,ERG,Electrophysiology,minimum,>55,Unknown,NA,55,55,not flicker frequency maximum,,,,,,,,,,,,
"Yang, Shengyan; Luo, Xiaopeng; Xiong, Guoyin; So, Kwok-Fai; Yang, Hui; Xu, Ying 2015 The electroretinogram of Mongolian gerbil (Meriones unguiculatus): Comparison to mouse The electroretinogram of Mongolian gerbil (Meriones unguiculatus): Comparison to mouse Yang, Shengyan; Luo, Xiaopeng; Xiong, Guoyin; So, Kwok-Fai; Yang, Hui; Xu, Ying",y,M,Mammalia,House mouse,Mus musculus,Mus_musculus,"Mus musculus Linnaeus, 1758",terrestrial,low,forage,amniote,20.5,amniote,ERG,Electrophysiology,mean,36,1,SE,36,37,mean value,,,,,,,,,,,,
"Yuan, Nini; Liang, Zhen; Yang, Yun; Li, Guangxing; Zhou, Yifeng 2014 Changes of spatial and temporal frequency tuning properties of neurons in the middle temporal area of aged rhesus monkeys Changes of spatial and temporal frequency tuning properties of neurons in the middle temporal area of aged rhesus monkeys Yuan, Nini; Liang, Zhen; Yang, Yun; Li, Guangxing; Zhou, Yifeng",y,M,Mammalia,Rhesus macaque,Macaca mulatta,Macaca_mulatta,"Macaca mulatta Zimmermann, 1780",terrestrial,high,forage,amniote,6614,amniote,EEG,Electrophysiology,mean,21.93,9.95,SD,21.9,31.9,"mean value for Middle Temporal area of the brain of young monkey ; 16,87 ± 7,47 Hz for aged monkeys ; significant difference",,,,,,,,,,,,
,y,Not_appraised,Malacostraca,bigclaw snapping shrimp,Alpheus heterochaelis,Alpheus_heterochaelis,,demersal,high,ballistic,original,1,original,ERG,Electrophysiology,,,,,,200,,,,,,,,,,,,,
,y,Not_appraised,Malacostraca,Pederson cleaner shrimp,Ancylomenes pedersoni,Ancylomenes_pedersoni,,demersal,high,forage,original,0.25,original,ERG,Electrophysiology,,,,,,48,,,,,,,,,,,,,
,y,Not_appraised,Malacostraca,Common hermit crab ,Pagurus bernhardus,Pagurus_bernhardus,,demersal,high,forage,original,7.3,original,ERG,Electrophysiology,,,,,,56,,,,,,,,,,,,,
,y,Not_appraised,Malacostraca,the devil crayfish,Cambarus diogenes,Cambarus_diogenes,,demersal,high,forage,original,29,original,ERG,Electrophysiology,,,,,,56,,,,,,,,,,,,,
,y,Not_appraised,Insecta,dragonfly,Anisoptera,Sympetrum_flaveolum,,volant,high,pursuit,original,0.72,original,ERG,Electrophysiology,,,,,,300,,,,,,,,,,,,,
,y,Not_appraised,Insecta,margined soldier beetle,Chauliognathus marginatus,Chauliognathus_marginatus,,terrestrial,high,forage,original,45,original,ERG,Electrophysiology,,,,,,45,,,,,,,,,,,,,
,y,Not_appraised,Insecta,Asian palm weevil,Rhynchophorus ferrugineus,Rhynchophorus_ferrugineus,,terrestrial,high,forage,original,0.9,original,ERG,Electrophysiology,,,,,,100,,,,,,,,,,,,,
"Ruck P, Jahn TL (1954) Electrical studies on the compound eye of Ligia occidentalis. J Gen Physiol 37: 825–849.",y,Not_appraised,Malacostraca,rock slater ,Ligia occidentalis,Ligia_occidentalis,,demersal,high,forage,original,1,original,ERG,Electrophysiology,,,,,,120,,,,,,,,,,,,,
"Inger, R., Bennie, J., Davies, T. and Gaston, K., 2014. Potential Biological and Ecological Effects of Flickering Artificial Light. PLoS ONE, 9(5), p.e98631.",y,Not_appraised,Malacostraca,Giant Antarctic Isopod,Glyptonotus antarcticus,Glyptonotus_antarcticus,,demersal,low,forage,original,3.93,original,ERG,Electrophysiology,,,,,,12,,,,,,,,,,,,,
"Inger, R., Bennie, J., Davies, T. and Gaston, K., 2014. Potential Biological and Ecological Effects of Flickering Artificial Light. PLoS ONE, 9(5), p.e98631.",y,Not_appraised,Arachnida,dimorphic jumping spider,Maevia inclemens,Maevia_inclemens,,arboreal,high,ballistic,original,0.0145,original,ERG,Electrophysiology,,,,,,40,,,,,,,,,,,,,
"DeVoe, R.D., 1962. Linear superposition of retinal action potentials to predict electrical flicker responses from the eye of the wolf spider, Lycosa baltimoriana (Keyserling). The Journal of General Physiology, 46(1), pp.75-96.",y,Not_appraised,Arachnida,wolf spider,Lycosa_baltimoriana,Lycosa_beihaiensis,,terrestrial,low,ballistic,original,6.2,original,ERG,Electrophysiology,,,,,,10,,,,,,,,,,,,,
"Bornschein, H. and Tansley, K., 1961. Elektroretinogramm und Netzhautstruktur der Sumpfohreule (Asio flammeus). Experientia, 17(4), pp.185-187.",y,Not_appraised,Aves,The short-eared owl,Asio_flammeus,Asio_flammeus,,volant,low,ballistic,original,406,original,ERG,Electrophysiology,,,,,,67.5,,,,,,,,,,,,,
"Maddocks, S.A., Goldsmith, A.R. and Cuthill, I.C., 2001. The influence of flicker rate on plasma corticosterone levels of European starlings, Sturnus vulgaris. General and comparative endocrinology, 124(3), pp.315-320.",y,Not_appraised,Aves,The common starling,Sturnus vulgaris,Sturnus_vulgaris,,volant,high,forage,amniote,77.675,amniote,ERG,Electrophysiology,,,,,,100,,,,,,,,,,,,,
"Horch, K. and Salmon, M., 2009. Frequency response characteristics of isolated retinas from hatchling leatherback (Dermochelys coriacea L.) and loggerhead (Caretta caretta L.) sea turtles. Journal of neuroscience methods, 178(2), pp.276-283.",y,Not_appraised,Cheloniidae,"
Loggerhead sea turtle",Caretta_caretta,Caretta_caretta_HBS112700,,pelagic,high,forage,original,135000,original,ERG,Electrophysiology,,,,,,40,,,,,,,,,,,,,
"Fritsches, K.A. and Warrant, E.J., 2006. Differences in the visual capabilities of sea turtles and blue water fishes—implications for bycatch reduction. Sea turtle and pelagic fish sensory biology: developing techniques to reduce sea turtle bycatch in longline fisheries. National Oceanic and Atmospheric Administration, Honolulu, HI. NOAA Tech Memo NMFS-PIFSC-7, pp.1-7.",y,Not_appraised,Cheloniidae,Green sea turtle,Chelonia_mydas,Chelonia_mydas_HBS109887,,pelagic,high,forage,original,128000,original,ERG,Electrophysiology,,,,,,40,,,,,,,,,,,,,
"Horch, K. and Salmon, M., 2009. Frequency response characteristics of isolated retinas from hatchling leatherback (Dermochelys coriacea L.) and loggerhead (Caretta caretta L.) sea turtles. Journal of neuroscience methods, 178(2), pp.276-283.",y,Not_appraised,Cheloniidae,"
Leatherback sea turtle",Dermochelys_coriacea,Dermochelys_coriacea_MVZ149847,,pelagic,high,forage,original,354000,original,ERG,Electrophysiology,,,,,,15,,,,,,,,,,,,,
"Tansley, K., Copenhaver, R. and Gunkel, R., 1961. Some aspects of the electroretinographic response of the American red squirrel,Tamiosciurus hudsonicus loquax. Journal of Cellular and Comparative Physiology, 57(1), pp.11-19.",y,Not_appraised,Mammalia,American red squirrel,Tamiasciurus hudsonicus,Tamiasciurus_hudsonicus,,arboreal,high,forage,original,215,original,ERG,Electrophysiology,,,,,,65,,,,,,,,,,,,,
,y,Not_appraised,Mammalia,humans,Homo sapiens,Homo_sapiens,,terrestrial,high,forage,original,67100,original,ERG,Electrophysiology,,,,,,65,,,,,,,,,,,,,
"Tigges, J., Brooks, B. and Klee, M., 1967. ERG recordings of a primate pure cone retina (Tupaia glis). Vision Research, 7(7-8), pp.553-563.",y,Not_appraised,Mammalia,Common treeshrew,Tupaia glis,Tupaia_glis,,arboreal,high,forage,original,142,original,Behavioural,Behavioural,,,,,,90,,,,,,,,,,,,,
"Bernholz, C. and Matthews, M., 1975. Critical flicker frequency in a harp seal: Evidence for duplex retinal organization. Vision Research, 15(6), pp.733-736.",y,Not_appraised,Mammalia,Harp seal,Pagophilus groenlandicus,Pagophilus_groenlandicus,,benthopelagic,low,ballistic,original,119600,original,Behavioural,Behavioural,,,,,,32.7,,,,,,,,,,,,,
"Signal, T.D., Temple, W. and Foster, T.M., 2001. Visual discrimination in the brushtail possum (Trichosurus vulpecula). Australian Journal of Psychology, 53(3), pp.152-154.",y,Not_appraised,Mammalia,Common brushtail possum,Trichosurus vulpecula,Trichosurus_vulpecula,,arboreal,low,forage,original,3000,original,Behavioural,Behavioural,,,,,,22.4,,,,,,,,,,,,,
"Crevier DW, Meister M. Synchronous period-doubling in flicker vision of salamander and man. J Neurophysiol. 1998 Apr;79(4):1869-78.",y,Not_appraised,Amphibia,Tiger salamander,Ambystoma tigrinum,Ambystoma_tigrinum,,terrestrial,low,ballistic,original,10.78,original,ERG,Electrophysiology,,,,,,30,,,,,,,,,,,,,
Lythgoe JN (1979) The ecology of vision. Oxford: Claredon Press.,y,Not_appraised,Actinopterygii,guppy,Poecilia reticulata,Poecilia_reticulata,,pelagic,high,forage,original,0.35,original,Behavioural,Behavioural,,,,,,67,,,,,,,,,,,,,
"Douglas RH, Hawryshyn CW (1990) Behavioural studies of fish vision: an analysis of feature-positive effect. In: Douglas RH, Djamgoz MBA (eds) The visual system of fish. London: Chapman Hall. pp. 279–343. / INGER ",y,Not_appraised,Actinopterygii,Siamise fighting fish,Betta splendens,Betta_splendens,,benthopelagic,high,ballistic,original,2.5,original,Behavioural,Behavioural,,,,,,60,,,,,,,,,,,,,
"Ali, M.A. and Kobayashi, H., 1968. Electroretinogram—flicker fusion frequency in albino trout. Experientia, 24(5), pp.454-455.",n,Not_appraised,Actinopterygii,Bowfin,Amia calva,Amia_calva,,demersal,low,ballistic,original,9800,original,ERG,Electrophysiology,,,,,,38,,,,,,,,,,,,,
"Green, D. and Siegel, I., 1975. Double branched flicker fusion curves from the all-rod skate retina. Science, 188(4193), pp.1120-1122.",y,Not_appraised,Elasmobranchii,Little skate,Leucoraja erinacea,Leucoraja_erinacea,,demersal,low,forage,original,309.57,original,ERG,Electrophysiology,,,,,,30,,,,,,,,,,,,,
